name,Worldwide,year,trailer,watched,,
Dongju: The Portrait of a Poet,"$7,809,531",2016,https://www.youtube.com/results?search_query=Dongju:+The+Portrait+of+a+Poet+trailer&page=&utm_source=opensearch,0,,
Qué León,"$7,807,916",2018,https://www.youtube.com/results?search_query=Qué+León+trailer&page=&utm_source=opensearch,0,,
Amazing Grace,"$7,796,112",2018,https://www.youtube.com/results?search_query=Amazing+Grace+trailer&page=&utm_source=opensearch,0,,
By the Grace of God,"$7,755,652",2019,https://www.youtube.com/results?search_query=By+the+Grace+of+God+trailer&page=&utm_source=opensearch,0,,
3 idiotas,"$7,738,470",2017,https://www.youtube.com/results?search_query=3+idiotas+trailer&page=&utm_source=opensearch,0,,
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,"$7,733,048",2019,https://www.youtube.com/results?search_query=Love+Live!+Sunshine!!+The+School+Idol+Movie:+Over+The+Rainbow+trailer&page=&utm_source=opensearch,0,,
Explosion,"$7,731,410",2017,https://www.youtube.com/results?search_query=Explosion+trailer&page=&utm_source=opensearch,0,,
BPM (Beats Per Minute),"$7,704,369",2017,https://www.youtube.com/results?search_query=BPM+(Beats+Per+Minute)+trailer&page=&utm_source=opensearch,0,,
Penguins,"$7,699,452",2019,https://www.youtube.com/results?search_query=Penguins+trailer&page=&utm_source=opensearch,0,,
Leave No Trace,"$7,682,928",2018,https://www.youtube.com/results?search_query=Leave+No+Trace+trailer&page=&utm_source=opensearch,0,,
Princess Mononoke Studio Ghibli Fest 2020,"$7,673,132",2020,https://www.youtube.com/results?search_query=Princess+Mononoke+Studio+Ghibli+Fest+2020+trailer&page=&utm_source=opensearch,0,,
Pandas,"$7,635,778",2018,https://www.youtube.com/results?search_query=Pandas+trailer&page=&utm_source=opensearch,0,,
Just Getting Started,"$7,634,022",2017,https://www.youtube.com/results?search_query=Just+Getting+Started+trailer&page=&utm_source=opensearch,0,,
The White Crow,"$7,622,595",2019,https://www.youtube.com/results?search_query=The+White+Crow+trailer&page=&utm_source=opensearch,0,,
Burning,"$7,576,345",2018,https://www.youtube.com/results?search_query=Burning+trailer&page=&utm_source=opensearch,0,,
"Kiki, Love to Love","$7,551,282",2016,"https://www.youtube.com/results?search_query=Kiki,+Love+to+Love+trailer&page=&utm_source=opensearch",0,,
Beirut,"$7,509,436",2018,https://www.youtube.com/results?search_query=Beirut+trailer&page=&utm_source=opensearch,0,,
The Whistleblower,"$7,505,141",2019,https://www.youtube.com/results?search_query=The+Whistleblower+trailer&page=&utm_source=opensearch,0,,
Frantz,"$7,478,354",2016,https://www.youtube.com/results?search_query=Frantz+trailer&page=&utm_source=opensearch,0,,
Yu-Gi-Oh!: The Dark Side of Dimensions,"$7,445,186",2016,https://www.youtube.com/results?search_query=Yu-Gi-Oh!:+The+Dark+Side+of+Dimensions+trailer&page=&utm_source=opensearch,0,,
Brittany Runs a Marathon,"$7,442,106",2019,https://www.youtube.com/results?search_query=Brittany+Runs+a+Marathon+trailer&page=&utm_source=opensearch,0,,
Mayday Life,"$7,435,496",2019,https://www.youtube.com/results?search_query=Mayday+Life+trailer&page=&utm_source=opensearch,0,,
Genius,"$7,435,006",2016,https://www.youtube.com/results?search_query=Genius+trailer&page=&utm_source=opensearch,0,,
Beatriz at Dinner,"$7,425,391",2017,https://www.youtube.com/results?search_query=Beatriz+at+Dinner+trailer&page=&utm_source=opensearch,0,,
God's Not Dead: A Light in Darkness,"$7,414,178",2018,https://www.youtube.com/results?search_query=God's+Not+Dead:+A+Light+in+Darkness+trailer&page=&utm_source=opensearch,0,,
Goodbye Christopher Robin,"$7,401,949",2017,https://www.youtube.com/results?search_query=Goodbye+Christopher+Robin+trailer&page=&utm_source=opensearch,0,,
The Innocents,"$7,400,324",2016,https://www.youtube.com/results?search_query=The+Innocents+trailer&page=&utm_source=opensearch,0,,
Return of the Hero,"$7,362,730",2018,https://www.youtube.com/results?search_query=Return+of+the+Hero+trailer&page=&utm_source=opensearch,0,,
Compadres,"$7,353,544",2016,https://www.youtube.com/results?search_query=Compadres+trailer&page=&utm_source=opensearch,0,,
The Young Messiah,"$7,330,338",2016,https://www.youtube.com/results?search_query=The+Young+Messiah+trailer&page=&utm_source=opensearch,0,,
The Midwife,"$7,286,136",2017,https://www.youtube.com/results?search_query=The+Midwife+trailer&page=&utm_source=opensearch,0,,
Let There Be Light,"$7,233,471",2017,https://www.youtube.com/results?search_query=Let+There+Be+Light+trailer&page=&utm_source=opensearch,0,,
Birth of the Dragon,"$7,215,027",2017,https://www.youtube.com/results?search_query=Birth+of+the+Dragon+trailer&page=&utm_source=opensearch,0,,
20th Century Women,"$7,214,806",2016,https://www.youtube.com/results?search_query=20th+Century+Women+trailer&page=&utm_source=opensearch,0,,
Blade of the Immortal,"$7,162,617",2017,https://www.youtube.com/results?search_query=Blade+of+the+Immortal+trailer&page=&utm_source=opensearch,0,,
Wild Rose,"$7,123,449",2019,https://www.youtube.com/results?search_query=Wild+Rose+trailer&page=&utm_source=opensearch,0,,
In Safe Hands,"$7,086,596",2018,https://www.youtube.com/results?search_query=In+Safe+Hands+trailer&page=&utm_source=opensearch,0,,
The Map Against the World,"$7,035,812",2016,https://www.youtube.com/results?search_query=The+Map+Against+the+World+trailer&page=&utm_source=opensearch,0,,
The Killing of a Sacred Deer,"$7,027,336",2017,https://www.youtube.com/results?search_query=The+Killing+of+a+Sacred+Deer+trailer&page=&utm_source=opensearch,0,,
The Salesman,"$6,953,604",2016,https://www.youtube.com/results?search_query=The+Salesman+trailer&page=&utm_source=opensearch,0,,
Dog Days,"$6,842,356",2018,https://www.youtube.com/results?search_query=Dog+Days+trailer&page=&utm_source=opensearch,0,,
Collide,"$6,817,535",2016,https://www.youtube.com/results?search_query=Collide+trailer&page=&utm_source=opensearch,0,,
Race 3,"$6,817,391",2018,https://www.youtube.com/results?search_query=Race+3+trailer&page=&utm_source=opensearch,0,,
The Sun Is also a Star,"$6,750,029",2019,https://www.youtube.com/results?search_query=The+Sun+Is+also+a+Star+trailer&page=&utm_source=opensearch,0,,
Midnight Special,"$6,740,647",2016,https://www.youtube.com/results?search_query=Midnight+Special+trailer&page=&utm_source=opensearch,0,,
Churchill,"$6,724,365",2017,https://www.youtube.com/results?search_query=Churchill+trailer&page=&utm_source=opensearch,0,,
Pati Patni Aur Woh,"$6,712,525",2019,https://www.youtube.com/results?search_query=Pati+Patni+Aur+Woh+trailer&page=&utm_source=opensearch,0,,
Bleed for This,"$6,698,679",2016,https://www.youtube.com/results?search_query=Bleed+for+This+trailer&page=&utm_source=opensearch,0,,
Fahrenheit 11/9,"$6,674,168",2018,https://www.youtube.com/results?search_query=Fahrenheit+11/9+trailer&page=&utm_source=opensearch,0,,
National Theatre Live: Fleabag,"$6,638,973",2019,https://www.youtube.com/results?search_query=National+Theatre+Live:+Fleabag+trailer&page=&utm_source=opensearch,0,,
Southside with You,"$6,628,603",2016,https://www.youtube.com/results?search_query=Southside+with+You+trailer&page=&utm_source=opensearch,0,,
The Red Turtle,"$6,591,789",2016,https://www.youtube.com/results?search_query=The+Red+Turtle+trailer&page=&utm_source=opensearch,0,,
Soorma,"$6,579,645",2018,https://www.youtube.com/results?search_query=Soorma+trailer&page=&utm_source=opensearch,0,,
A Melody to Remember,"$6,559,996",2016,https://www.youtube.com/results?search_query=A+Melody+to+Remember+trailer&page=&utm_source=opensearch,0,,
From the Land of the Moon,"$6,547,983",2016,https://www.youtube.com/results?search_query=From+the+Land+of+the+Moon+trailer&page=&utm_source=opensearch,0,,
Chhapaak,"$6,532,100",2020,https://www.youtube.com/results?search_query=Chhapaak+trailer&page=&utm_source=opensearch,0,,
Everybody Loves Somebody,"$6,481,798",2017,https://www.youtube.com/results?search_query=Everybody+Loves+Somebody+trailer&page=&utm_source=opensearch,0,,
Run the Race,"$6,424,420",2019,https://www.youtube.com/results?search_query=Run+the+Race+trailer&page=&utm_source=opensearch,0,,
Same Kind of Different as Me,"$6,423,605",2017,https://www.youtube.com/results?search_query=Same+Kind+of+Different+as+Me+trailer&page=&utm_source=opensearch,0,,
Gotti,"$6,412,349",2018,https://www.youtube.com/results?search_query=Gotti+trailer&page=&utm_source=opensearch,0,,
The Mustang,"$6,405,816",2019,https://www.youtube.com/results?search_query=The+Mustang+trailer&page=&utm_source=opensearch,0,,
Hampstead,"$6,335,171",2017,https://www.youtube.com/results?search_query=Hampstead+trailer&page=&utm_source=opensearch,0,,
Lowriders,"$6,312,033",2017,https://www.youtube.com/results?search_query=Lowriders+trailer&page=&utm_source=opensearch,0,,
Las Pildoras De Mi Novio,"$6,292,780",2020,https://www.youtube.com/results?search_query=Las+Pildoras+De+Mi+Novio+trailer&page=&utm_source=opensearch,0,,
Max Steel,"$6,272,403",2016,https://www.youtube.com/results?search_query=Max+Steel+trailer&page=&utm_source=opensearch,0,,
Norman,"$6,217,567",2017,https://www.youtube.com/results?search_query=Norman+trailer&page=&utm_source=opensearch,0,,
Unbroken: Path to Redemption,"$6,216,897",2018,https://www.youtube.com/results?search_query=Unbroken:+Path+to+Redemption+trailer&page=&utm_source=opensearch,0,,
Immortal Hero,"$6,180,032",2019,https://www.youtube.com/results?search_query=Immortal+Hero+trailer&page=&utm_source=opensearch,0,,
The Autopsy of Jane Doe,"$6,170,043",2016,https://www.youtube.com/results?search_query=The+Autopsy+of+Jane+Doe+trailer&page=&utm_source=opensearch,0,,
The Patriarch,"$6,156,936",2016,https://www.youtube.com/results?search_query=The+Patriarch+trailer&page=&utm_source=opensearch,0,,
Ploey,"$6,146,292",2018,https://www.youtube.com/results?search_query=Ploey+trailer&page=&utm_source=opensearch,0,,
Mobile Suit Gundam Narrative,"$6,126,259",2018,https://www.youtube.com/results?search_query=Mobile+Suit+Gundam+Narrative+trailer&page=&utm_source=opensearch,0,,
The Duelist,"$6,101,904",2016,https://www.youtube.com/results?search_query=The+Duelist+trailer&page=&utm_source=opensearch,0,,
The Rhythm Section,"$5,989,583",2020,https://www.youtube.com/results?search_query=The+Rhythm+Section+trailer&page=&utm_source=opensearch,0,,
"Cyrano, My Love","$5,985,822",2019,"https://www.youtube.com/results?search_query=Cyrano,+My+Love+trailer&page=&utm_source=opensearch",0,,
All Saints,"$5,942,565",2017,https://www.youtube.com/results?search_query=All+Saints+trailer&page=&utm_source=opensearch,0,,
Mulan,"$5,900,000",2020,https://www.youtube.com/results?search_query=Mulan+trailer&page=&utm_source=opensearch,0,,
Death of a Nation,"$5,885,881",2018,https://www.youtube.com/results?search_query=Death+of+a+Nation+trailer&page=&utm_source=opensearch,0,,
Maggie's Plan,"$5,883,891",2016,https://www.youtube.com/results?search_query=Maggie's+Plan+trailer&page=&utm_source=opensearch,0,,
Blue Story,"$5,881,391",2019,https://www.youtube.com/results?search_query=Blue+Story+trailer&page=&utm_source=opensearch,0,,
My Life as a Zucchini,"$5,872,598",2016,https://www.youtube.com/results?search_query=My+Life+as+a+Zucchini+trailer&page=&utm_source=opensearch,0,,
Phillauri,"$5,805,030",2017,https://www.youtube.com/results?search_query=Phillauri+trailer&page=&utm_source=opensearch,0,,
Furie,"$5,756,185",2019,https://www.youtube.com/results?search_query=Furie+trailer&page=&utm_source=opensearch,0,,
The Disappointments Room,"$5,745,040",2016,https://www.youtube.com/results?search_query=The+Disappointments+Room+trailer&page=&utm_source=opensearch,0,,
Kingsglaive: Final Fantasy XV,"$5,725,482",2016,https://www.youtube.com/results?search_query=Kingsglaive:+Final+Fantasy+XV+trailer&page=&utm_source=opensearch,0,,
Like for Likes,"$5,715,555",2016,https://www.youtube.com/results?search_query=Like+for+Likes+trailer&page=&utm_source=opensearch,0,,
Saaho,"$5,708,522",2019,https://www.youtube.com/results?search_query=Saaho+trailer&page=&utm_source=opensearch,0,,
My Best Friend's Wedding,"$5,707,770",2016,https://www.youtube.com/results?search_query=My+Best+Friend's+Wedding+trailer&page=&utm_source=opensearch,0,,
Mission Mangal,"$5,667,057",2019,https://www.youtube.com/results?search_query=Mission+Mangal+trailer&page=&utm_source=opensearch,0,,
Incident in a Ghostland,"$5,643,957",2018,https://www.youtube.com/results?search_query=Incident+in+a+Ghostland+trailer&page=&utm_source=opensearch,0,,
Things to Come,"$5,638,693",2016,https://www.youtube.com/results?search_query=Things+to+Come+trailer&page=&utm_source=opensearch,0,,
Pagalpanti,"$5,633,633",2019,https://www.youtube.com/results?search_query=Pagalpanti+trailer&page=&utm_source=opensearch,0,,
Wazir,"$5,633,588",2016,https://www.youtube.com/results?search_query=Wazir+trailer&page=&utm_source=opensearch,0,,
Dalida,"$5,623,134",2017,https://www.youtube.com/results?search_query=Dalida+trailer&page=&utm_source=opensearch,0,,
El Angel,"$5,604,680",2018,https://www.youtube.com/results?search_query=El+Angel+trailer&page=&utm_source=opensearch,0,,
The Party,"$5,597,950",2017,https://www.youtube.com/results?search_query=The+Party+trailer&page=&utm_source=opensearch,0,,
Destroyer,"$5,580,940",2018,https://www.youtube.com/results?search_query=Destroyer+trailer&page=&utm_source=opensearch,0,,
Warriors of the Dawn,"$5,497,176",2017,https://www.youtube.com/results?search_query=Warriors+of+the+Dawn+trailer&page=&utm_source=opensearch,0,,
A Wizard's Tale,"$5,487,261",2018,https://www.youtube.com/results?search_query=A+Wizard's+Tale+trailer&page=&utm_source=opensearch,0,,
OK Jaanu,"$5,445,281",2017,https://www.youtube.com/results?search_query=OK+Jaanu+trailer&page=&utm_source=opensearch,0,,
An Inconvenient Sequel: Truth to Power,"$5,433,926",2017,https://www.youtube.com/results?search_query=An+Inconvenient+Sequel:+Truth+to+Power+trailer&page=&utm_source=opensearch,0,,
Lady Macbeth,"$5,401,447",2017,https://www.youtube.com/results?search_query=Lady+Macbeth+trailer&page=&utm_source=opensearch,0,,
After the Storm,"$5,382,886",2016,https://www.youtube.com/results?search_query=After+the+Storm+trailer&page=&utm_source=opensearch,0,,
Madame,"$5,381,950",2017,https://www.youtube.com/results?search_query=Madame+trailer&page=&utm_source=opensearch,0,,
Sky on fire,"$5,335,450",2016,https://www.youtube.com/results?search_query=Sky+on+fire+trailer&page=&utm_source=opensearch,0,,
The Meddler 2016 Re-release,"$5,294,643",2016,https://www.youtube.com/results?search_query=The+Meddler+2016+Re-release+trailer&page=&utm_source=opensearch,0,,
Don't Let Go,"$5,288,011",2019,https://www.youtube.com/results?search_query=Don't+Let+Go+trailer&page=&utm_source=opensearch,0,,
Les Misérables: The Staged Concert,"$5,257,431",2019,https://www.youtube.com/results?search_query=Les+Misérables:+The+Staged+Concert+trailer&page=&utm_source=opensearch,0,,
The Truth,"$5,252,668",2019,https://www.youtube.com/results?search_query=The+Truth+trailer&page=&utm_source=opensearch,0,,
The Biggest Little Farm,"$5,248,412",2019,https://www.youtube.com/results?search_query=The+Biggest+Little+Farm+trailer&page=&utm_source=opensearch,0,,
The Legend of Chupacabras,"$5,138,140",2016,https://www.youtube.com/results?search_query=The+Legend+of+Chupacabras+trailer&page=&utm_source=opensearch,0,,
Never Look Away,"$5,105,444",2018,https://www.youtube.com/results?search_query=Never+Look+Away+trailer&page=&utm_source=opensearch,0,,
In the Fade,"$5,104,991",2017,https://www.youtube.com/results?search_query=In+the+Fade+trailer&page=&utm_source=opensearch,0,,
Action Point,"$5,103,663",2018,https://www.youtube.com/results?search_query=Action+Point+trailer&page=&utm_source=opensearch,0,,
The Sense of an Ending,"$5,081,495",2017,https://www.youtube.com/results?search_query=The+Sense+of+an+Ending+trailer&page=&utm_source=opensearch,0,,
Dogman,"$5,080,147",2018,https://www.youtube.com/results?search_query=Dogman+trailer&page=&utm_source=opensearch,0,,
Anthropoid,"$5,079,219",2016,https://www.youtube.com/results?search_query=Anthropoid+trailer&page=&utm_source=opensearch,0,,
Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,"$5,078,942",2019,https://www.youtube.com/results?search_query=Konosuba!:+God's+Blessing+on+This+Wonderful+World!+-+Legend+of+Crimson+trailer&page=&utm_source=opensearch,0,,
Table 19,"$5,042,014",2017,https://www.youtube.com/results?search_query=Table+19+trailer&page=&utm_source=opensearch,0,,
Kedi,"$5,037,923",2017,https://www.youtube.com/results?search_query=Kedi+trailer&page=&utm_source=opensearch,0,,
The Real Exorcist,"$5,035,830",2020,https://www.youtube.com/results?search_query=The+Real+Exorcist+trailer&page=&utm_source=opensearch,0,,
Breathe,"$5,026,154",2017,https://www.youtube.com/results?search_query=Breathe+trailer&page=&utm_source=opensearch,0,,
Double Lover,"$5,012,423",2017,https://www.youtube.com/results?search_query=Double+Lover+trailer&page=&utm_source=opensearch,0,,
Blindspotting,"$5,006,989",2018,https://www.youtube.com/results?search_query=Blindspotting+trailer&page=&utm_source=opensearch,0,,
Hands of Stone,"$4,978,353",2016,https://www.youtube.com/results?search_query=Hands+of+Stone+trailer&page=&utm_source=opensearch,0,,
The Professor and the Madman,"$4,957,273",2019,https://www.youtube.com/results?search_query=The+Professor+and+the+Madman+trailer&page=&utm_source=opensearch,0,,
Swiss Army Man,"$4,935,501",2016,https://www.youtube.com/results?search_query=Swiss+Army+Man+trailer&page=&utm_source=opensearch,0,,
Sgt. Stubby: An American Hero,"$4,932,694",2018,https://www.youtube.com/results?search_query=Sgt.+Stubby:+An+American+Hero+trailer&page=&utm_source=opensearch,0,,
Desierto,"$4,924,990",2016,https://www.youtube.com/results?search_query=Desierto+trailer&page=&utm_source=opensearch,0,,
Panga,"$4,886,124",2020,https://www.youtube.com/results?search_query=Panga+trailer&page=&utm_source=opensearch,0,,
Samson,"$4,873,825",2018,https://www.youtube.com/results?search_query=Samson+trailer&page=&utm_source=opensearch,0,,
The Young Karl Marx,"$4,870,373",2017,https://www.youtube.com/results?search_query=The+Young+Karl+Marx+trailer&page=&utm_source=opensearch,0,,
Mazinger Z: INFINITY,"$4,812,371",2017,https://www.youtube.com/results?search_query=Mazinger+Z:+INFINITY+trailer&page=&utm_source=opensearch,0,,
Slack Bay,"$4,734,494",2016,https://www.youtube.com/results?search_query=Slack+Bay+trailer&page=&utm_source=opensearch,0,,
Unlocked,"$4,699,125",2017,https://www.youtube.com/results?search_query=Unlocked+trailer&page=&utm_source=opensearch,0,,
Menteur,"$4,697,364",2019,https://www.youtube.com/results?search_query=Menteur+trailer&page=&utm_source=opensearch,0,,
Jay and Silent Bob Reboot,"$4,691,248",2019,https://www.youtube.com/results?search_query=Jay+and+Silent+Bob+Reboot+trailer&page=&utm_source=opensearch,0,,
Where to Invade Next,"$4,664,756",2016,https://www.youtube.com/results?search_query=Where+to+Invade+Next+trailer&page=&utm_source=opensearch,0,,
Tubelight,"$4,650,456",2017,https://www.youtube.com/results?search_query=Tubelight+trailer&page=&utm_source=opensearch,0,,
Everybody Wants Some!!,"$4,644,472",2016,https://www.youtube.com/results?search_query=Everybody+Wants+Some!!+trailer&page=&utm_source=opensearch,0,,
Housefull 4,"$4,634,173",2019,https://www.youtube.com/results?search_query=Housefull+4+trailer&page=&utm_source=opensearch,0,,
Hamlet 2018 Re-release,"$4,630,718",2018,https://www.youtube.com/results?search_query=Hamlet+2018+Re-release+trailer&page=&utm_source=opensearch,0,,
Bad Samaritan,"$4,623,836",2018,https://www.youtube.com/results?search_query=Bad+Samaritan+trailer&page=&utm_source=opensearch,0,,
The Last Black Man in San Francisco,"$4,607,017",2019,https://www.youtube.com/results?search_query=The+Last+Black+Man+in+San+Francisco+trailer&page=&utm_source=opensearch,0,,
Whitney,"$4,605,123",2018,https://www.youtube.com/results?search_query=Whitney+trailer&page=&utm_source=opensearch,0,,
A Hidden Life,"$4,601,770",2019,https://www.youtube.com/results?search_query=A+Hidden+Life+trailer&page=&utm_source=opensearch,0,,
The Guilty,"$4,598,051",2018,https://www.youtube.com/results?search_query=The+Guilty+trailer&page=&utm_source=opensearch,0,,
The Book of Henry,"$4,596,705",2017,https://www.youtube.com/results?search_query=The+Book+of+Henry+trailer&page=&utm_source=opensearch,0,,
Find a Boyfriend for My Wife... PLEASE!,"$4,570,757",2016,https://www.youtube.com/results?search_query=Find+a+Boyfriend+for+My+Wife...+PLEASE!+trailer&page=&utm_source=opensearch,0,,
The Beach Bum,"$4,554,416",2019,https://www.youtube.com/results?search_query=The+Beach+Bum+trailer&page=&utm_source=opensearch,0,,
Colossal,"$4,531,320",2017,https://www.youtube.com/results?search_query=Colossal+trailer&page=&utm_source=opensearch,0,,
Cezanne et Moi,"$4,529,583",2016,https://www.youtube.com/results?search_query=Cezanne+et+Moi+trailer&page=&utm_source=opensearch,0,,
"Juliet, Naked","$4,511,157",2018,"https://www.youtube.com/results?search_query=Juliet,+Naked+trailer&page=&utm_source=opensearch",0,,
Woman at War,"$4,481,653",2018,https://www.youtube.com/results?search_query=Woman+at+War+trailer&page=&utm_source=opensearch,0,,
The Wall,"$4,476,705",2017,https://www.youtube.com/results?search_query=The+Wall+trailer&page=&utm_source=opensearch,0,,
Batman: The Killing Joke,"$4,462,034",2016,https://www.youtube.com/results?search_query=Batman:+The+Killing+Joke+trailer&page=&utm_source=opensearch,0,,
In Harm's Way,"$4,447,734",2017,https://www.youtube.com/results?search_query=In+Harm's+Way+trailer&page=&utm_source=opensearch,0,,
Swift,"$4,428,275",2019,https://www.youtube.com/results?search_query=Swift+trailer&page=&utm_source=opensearch,0,,
Don't Think Twice,"$4,417,667",2016,https://www.youtube.com/results?search_query=Don't+Think+Twice+trailer&page=&utm_source=opensearch,0,,
The Commune,"$4,410,339",2016,https://www.youtube.com/results?search_query=The+Commune+trailer&page=&utm_source=opensearch,0,,
The Eagle Huntress,"$4,400,140",2016,https://www.youtube.com/results?search_query=The+Eagle+Huntress+trailer&page=&utm_source=opensearch,0,,
Kabali,"$4,388,789",2016,https://www.youtube.com/results?search_query=Kabali+trailer&page=&utm_source=opensearch,0,,
Brian Banks,"$4,376,819",2019,https://www.youtube.com/results?search_query=Brian+Banks+trailer&page=&utm_source=opensearch,0,,
Mark Felt: The Man Who Brought Down the White House,"$4,372,130",2017,https://www.youtube.com/results?search_query=Mark+Felt:+The+Man+Who+Brought+Down+the+White+House+trailer&page=&utm_source=opensearch,0,,
Demolition,"$4,366,460",2016,https://www.youtube.com/results?search_query=Demolition+trailer&page=&utm_source=opensearch,0,,
Storm Boy,"$4,323,730",2018,https://www.youtube.com/results?search_query=Storm+Boy+trailer&page=&utm_source=opensearch,0,,
High-Rise,"$4,286,576",2016,https://www.youtube.com/results?search_query=High-Rise+trailer&page=&utm_source=opensearch,0,,
The Other Side of Hope,"$4,282,973",2017,https://www.youtube.com/results?search_query=The+Other+Side+of+Hope+trailer&page=&utm_source=opensearch,0,,
Linda Ronstadt: The Sound of My Voice,"$4,252,657",2019,https://www.youtube.com/results?search_query=Linda+Ronstadt:+The+Sound+of+My+Voice+trailer&page=&utm_source=opensearch,0,,
"Don't Worry, He Won't Get Far on Foot","$4,241,656",2018,"https://www.youtube.com/results?search_query=Don't+Worry,+He+Won't+Get+Far+on+Foot+trailer&page=&utm_source=opensearch",0,,
Let the Sunshine In,"$4,192,590",2017,https://www.youtube.com/results?search_query=Let+the+Sunshine+In+trailer&page=&utm_source=opensearch,0,,
Sheep & Wolves,"$4,190,750",2016,https://www.youtube.com/results?search_query=Sheep+&+Wolves+trailer&page=&utm_source=opensearch,0,,
Military Wives,"$4,172,000",2020,https://www.youtube.com/results?search_query=Military+Wives+trailer&page=&utm_source=opensearch,0,,
The Guardians,"$4,167,608",2017,https://www.youtube.com/results?search_query=The+Guardians+trailer&page=&utm_source=opensearch,0,,
A Quiet Passion,"$4,159,246",2016,https://www.youtube.com/results?search_query=A+Quiet+Passion+trailer&page=&utm_source=opensearch,0,,
Savage,"$4,140,502",2019,https://www.youtube.com/results?search_query=Savage+trailer&page=&utm_source=opensearch,0,,
The Last Princess,"$4,135,255",2016,https://www.youtube.com/results?search_query=The+Last+Princess+trailer&page=&utm_source=opensearch,0,,
Ghost Stories,"$4,131,358",2018,https://www.youtube.com/results?search_query=Ghost+Stories+trailer&page=&utm_source=opensearch,0,,
Arctic 2019 Re-release,"$4,124,015",2019,https://www.youtube.com/results?search_query=Arctic+2019+Re-release+trailer&page=&utm_source=opensearch,0,,
The Fall of the American Empire,"$4,110,928",2018,https://www.youtube.com/results?search_query=The+Fall+of+the+American+Empire+trailer&page=&utm_source=opensearch,0,,
Naam Hai Akira,"$4,108,063",2016,https://www.youtube.com/results?search_query=Naam+Hai+Akira+trailer&page=&utm_source=opensearch,0,,
The Hero,"$4,101,699",2017,https://www.youtube.com/results?search_query=The+Hero+trailer&page=&utm_source=opensearch,0,,
American Animals,"$4,080,073",2018,https://www.youtube.com/results?search_query=American+Animals+trailer&page=&utm_source=opensearch,0,,
Film Stars Don't Die in Liverpool,"$4,047,917",2017,https://www.youtube.com/results?search_query=Film+Stars+Don't+Die+in+Liverpool+trailer&page=&utm_source=opensearch,0,,
Junglee,"$4,033,587",2019,https://www.youtube.com/results?search_query=Junglee+trailer&page=&utm_source=opensearch,0,,
Jeepers Creepers III,"$4,017,852",2017,https://www.youtube.com/results?search_query=Jeepers+Creepers+III+trailer&page=&utm_source=opensearch,0,,
Penguin Highway,"$4,006,647",2018,https://www.youtube.com/results?search_query=Penguin+Highway+trailer&page=&utm_source=opensearch,0,,
Faces Places,"$3,998,450",2017,https://www.youtube.com/results?search_query=Faces+Places+trailer&page=&utm_source=opensearch,0,,
Ride Your Wave,"$3,995,885",2019,https://www.youtube.com/results?search_query=Ride+Your+Wave+trailer&page=&utm_source=opensearch,0,,
Sleight,"$3,989,705",2017,https://www.youtube.com/results?search_query=Sleight+trailer&page=&utm_source=opensearch,0,,
The Nile Hilton Incident,"$3,979,536",2017,https://www.youtube.com/results?search_query=The+Nile+Hilton+Incident+trailer&page=&utm_source=opensearch,0,,
Digimon Adventure: Last Evolution Kizuna,"$3,966,107",2020,https://www.youtube.com/results?search_query=Digimon+Adventure:+Last+Evolution+Kizuna+trailer&page=&utm_source=opensearch,0,,
Lucifer,"$3,956,978",2019,https://www.youtube.com/results?search_query=Lucifer+trailer&page=&utm_source=opensearch,0,,
2:22,"$3,945,729",2017,https://www.youtube.com/results?search_query=2:22+trailer&page=&utm_source=opensearch,0,,
Terminator 2: Judgment Day 2017 Re-release,"$3,931,111",2017,https://www.youtube.com/results?search_query=Terminator+2:+Judgment+Day+2017+Re-release+trailer&page=&utm_source=opensearch,0,,
Loveless,"$3,925,992",2017,https://www.youtube.com/results?search_query=Loveless+trailer&page=&utm_source=opensearch,0,,
Indignation,"$3,924,527",2016,https://www.youtube.com/results?search_query=Indignation+trailer&page=&utm_source=opensearch,0,,
A Private War,"$3,915,207",2018,https://www.youtube.com/results?search_query=A+Private+War+trailer&page=&utm_source=opensearch,0,,
Rules Don't Apply,"$3,885,342",2016,https://www.youtube.com/results?search_query=Rules+Don't+Apply+trailer&page=&utm_source=opensearch,0,,
Neruda,"$3,884,746",2016,https://www.youtube.com/results?search_query=Neruda+trailer&page=&utm_source=opensearch,0,,
"The Night Is Short, Walk on Girl","$3,878,208",2017,"https://www.youtube.com/results?search_query=The+Night+Is+Short,+Walk+on+Girl+trailer&page=&utm_source=opensearch",0,,
Django,"$3,876,874",2017,https://www.youtube.com/results?search_query=Django+trailer&page=&utm_source=opensearch,0,,
First Reformed,"$3,862,498",2018,https://www.youtube.com/results?search_query=First+Reformed+trailer&page=&utm_source=opensearch,0,,
2001: A Space Odyssey 2017 Re-release,"$3,823,450",2017,https://www.youtube.com/results?search_query=2001:+A+Space+Odyssey+2017+Re-release+trailer&page=&utm_source=opensearch,0,,
Brad's Status,"$3,816,527",2017,https://www.youtube.com/results?search_query=Brad's+Status+trailer&page=&utm_source=opensearch,0,,
The Wretched,"$3,803,045",2020,https://www.youtube.com/results?search_query=The+Wretched+trailer&page=&utm_source=opensearch,0,,
